2026_05_25_artefact_audit_and_cleanup_plan_cheap_cleanup_plan	Cheap zero-LLM cleanup plan (chunker+materialize+pattern-delete+docs)
claude_md_model_emits_no_numbers	Model emits no numbers — tagger and interpreter emit phrases only; chunk description is dead
claude_md_no_history_comments	Hard rule: no historical/defensive comments — state only the present
claude_md_plain_english_verify	Hard rule: plain spoken English, verify claims against real system/data
claude_md_refresh_graph_only_path	refresh_graph.py is the only rebuild path (never graphify --update); process worklist if printed
claude_md_repo_layout_v3	Repo layout: v3 HERB eval harness (artefact/lucene/vector arms, RAGAS-scored)
claude_md_session_entry_state_docs	Session entry via state-transfer docs in docs/state/ (gitignored, two live threads)
eval_ragas_catalog_rationale_1	ragas_catalog.py — the full RAGAS metric menu + the toggle for which ones a run
eval_ragas_catalog_rationale_112	The metrics this run scores — exactly SELECTED.
eval_ragas_catalog_rationale_117	Fail loud before a run if SELECTED is malformed.
eval_ragas_rationale_1	ragas.py — multidimensional answer/evidence quality via the RAGAS library.  Sc
eval_ragas_rationale_116	RAGAS LLM driven by nim.post — the shared Qwen, same transport as the     gener
eval_ragas_rationale_180	RAGAS embeddings driven by nim.post — llama-nemotron-embed, asymmetric: question
eval_ragas_rationale_259	Instantiate each selected metric with the wrappers it needs, then init() it —
eval_ragas_rationale_289	Every string leaf of an artifact record, joined — a faithful text rendering of
eval_ragas_rationale_309	artifact id -> its text. The non-LLM context metrics score retrieved text     a
eval_ragas_rationale_328	One contract pair -> a RAGAS SingleTurnSample. reference = the gold answer
eval_ragas_rationale_348	ENTRY: per (output, question) score every metric in metrics_to_run() ->     lis
eval_ragas_rationale_378	Parsed rows already in results_path. A torn trailing line from a killed write
eval_ragas_rationale_397	Context-heavy judged metrics concatenate all retrieved contexts into one prompt.
eval_ragas_rationale_429	Score every (question, metric) cell -> list[EvalResult], in ordered passes: the
eval_ragas_rationale_621	One line per metric that produced any non-ok cell, so failures are visible at
eval_ragas_rationale_633	Score one metric on one sample. A per-cell failure is recorded LOUD (status +
keys_salesforce__herb_content_leaves	Content: JSON-pointer prose leaves chunked and tagged
keys_salesforce__herb_conversation_seams	Conversation streams grouped into episodes by channel + timestamp
keys_salesforce__herb_directories	Directories: id-spaces resolved through raw, never mirrored
keys_salesforce__herb_id_spaces	id-space assignment: fields become id-set attributes at structural scope
keys_salesforce__herb_kind_discriminator	kind bridges interpreter flag to a directory (person|org|product)
keys_salesforce__herb_mapping_key	HERB settings-file key (per-dataset meaning declaration)
keys_salesforce__herb_oracle_quarantine	Oracle not declared: team/customers stripped by derive-corpus, read in place from raw
keys_salesforce__herb_shape_handling_table	Shape-to-handling table: silence = mirror automatically
keys_salesforce__herb_three_judgments	Three judgments the key declares: content / directories / id_spaces
keys_salesforce__herb_unresolved_ref_policy	Unresolved-ref policy: flagged loud at build time, never dropped or invented
pipelines_artifact_rationale_1	artifact.py — the ARTEFACT arm: the v2 graph (interpreter -> facet-channel retri
pipelines_lucene_rationale_1	lucene.py — sparse baseline (BM25, Lucene-variant ranking).  Why it's here: th
pipelines_lucene_rationale_111	One artifact -> (id, title, contents). None if the record carries no id.
pipelines_lucene_rationale_154	Flatten HERB into one document per artifact: {id, title, contents, kind}.
pipelines_lucene_rationale_186	prepare(): build an own BM25 index over the corpus artifacts. Runs once.
pipelines_lucene_rationale_226	Uniform prepare entry the orchestrator drives. Thin alias over     build_sparse
pipelines_lucene_rationale_234	(id, question_text) from a QuestionWithTruth, dict, (id, text) tuple, or     a
pipelines_lucene_rationale_246	Sparse top-k retrieval for the question text -> list of unit dicts     {id, tex
pipelines_lucene_rationale_281	Read the native artifact id off the unit. Fills ArmOutput.context_ids     (same
pipelines_lucene_rationale_287	Collect the units' text. Fills ArmOutput.contexts + feeds the generator.
pipelines_lucene_rationale_294	Normalise a generator's return into (answer, calls, tokens, time_s).      Acce
pipelines_lucene_rationale_320	ENTRY: retrieve_top_k -> ids + text -> generate -> ArmOutput.      `generate`
pipelines_lucene_rationale_97	Handle returned by prepare(); fed back into answer_one_question.     Carries th
pipelines_vector_rationale_1	vector.py — dense baseline (embeddings + cosine), i.e. naive RAG.  Why it's here
pipelines_vector_rationale_122	Handle returned by prepare(); fed back into answer_one_question. Holds the     L
pipelines_vector_rationale_136	The text the dense arm embeds for one artifact. Each artifact type stores     it
pipelines_vector_rationale_165	Read the corpus into one whole artifact per document: {id, text}.      Walks the
pipelines_vector_rationale_190	Embed one batch in a single NIM call -> (embeddings in input order, calls,     t
pipelines_vector_rationale_237	Embed texts via nv-embedqa -> (matrix [n, d] float32 L2-normalised, calls,     t
pipelines_vector_rationale_266	Content-addressed cache file for this index: any change to the model, the     id
pipelines_vector_rationale_280	prepare(): embed every corpus artifact (as "passage") and hold the     normalise
pipelines_vector_rationale_347	Uniform prepare entry the orchestrator drives: build the corpus index and     at
pipelines_vector_rationale_358	(id, question_text) from a QuestionWithTruth, dict, (id, text) tuple, or a     b
pipelines_vector_rationale_370	Load the precomputed question vectors -> {id: vector [d] float32 L2-normalised}.
pipelines_vector_rationale_383	Look up the question's precomputed query vector by id, exact brute-force cosine
pipelines_vector_rationale_414	Native artifact id off the unit. Fills ArmOutput.context_ids (same id space
pipelines_vector_rationale_420	Collect the units' text. Fills ArmOutput.contexts + feeds the generator.
pipelines_vector_rationale_427	Normalise a generator's return into (answer, calls, tokens, time_s).      Accept
pipelines_vector_rationale_453	ENTRY: retrieve_top_k -> ids + text -> generate -> ArmOutput.      `generate` is
readme_exjobbet_harness	exjobbet — HERB evaluation harness
state_2026_06_25_glcp_doc	State doc 2026-06-25: artefact tag-facets guide-link + content-profile — the reconciled tag-facet design recovered from git history + transcripts; supersedes the same-day tag-facets-vs-routing doc and DESIGN/MODEL_CONTRACTS facet sections.
state_2026_06_25_glcp_guide_link	The guide link: a facet is a shared concept both the tag and the prompt are measured-close-to; the match compares those two closenesses (v1 per-facet grounding bridge reborn), keeping symmetry.
state_2026_06_25_glcp_max_facet_instrument	Candidate instrument (to probe, not trusted): rewrite a tag/prompt to be maximal on a facet, then embed-compare to the original; ranking by closeness = facet-relevance. Research warns it conflates wording change, topic leak, and the facet change.
state_2026_06_25_glcp_model_emits_no_numbers	The model emits NO numbers (tagger and interpreter); facet weights are measured by geometry downstream, never agent-assigned.
state_2026_06_25_glcp_postures_to_interpreter	Self-selecting property: closeness-to-a-concept only works for content facets; the postures (stance, communicative-function, TAM) have no single concept to sit close to and fall out to the interpreter.
state_2026_06_25_glcp_tag_facets_not_routing	Load-bearing cut: tag-facets = a semantic description of the phrase (no numbers); routing = a separate downstream consumer that owns relevance/weighting and does not define what a facet is.
state_2026_06_25_glcp_the_hollowing	Diagnosis: the v2 redesign hollowed the tag by allocating every dimension to a cheaper structure-or-interpreter home, leaving a bare topic phrase; entities and evidence were misread as facts.
state_2026_06_25_glcp_topic_to_centrality	Topic is not a facet — the phrase IS the topic; what remains is topic-as-degree = centrality (how central a tag is vs its chunk siblings, chunk-local).
state_2026_06_25_glcp_v1_content_profile	The real v1 facets were a CONTENT PROFILE: evidence = kind-of-information (definition/example/metric/argument/procedure/case_study/raw_data), entities = named-thing TYPE — both genuine semantic dimensions, not facts.
state_2026_06_25_tfvr_corpus_relative	Per-facet value is corpus-relative (IDF-like) over the whole tag-corpus, stored as a small facet-vector ATTRIBUTE on the tag — never nodes/edges (too heavy), model emits nothing; calibration, not axis-definition.
state_2026_06_25_tfvr_doc	State doc 2026-06-25: artefact tag-facets vs routing (the re-split) — the current facet baseline, crystallized from the 06-15/16 session; supersedes the 06-14 relevance-channels framing.
state_2026_06_25_tfvr_facet_not_coordinate	A tag-facet is a dimension of MEANING read off the phrase, NOT a 'relevance coordinate' — the relevance-coordinate framing (06-14) was routing leaking into the facet definition and is dead.
state_2026_06_25_tfvr_hollowed_tag	The v2 single-phrase tag is 'hollowed out' (semantics shipped to structure); the facet CONCEPT (not the weighting) returns as a semantic layer on the v2 phrases.
state_2026_06_25_tfvr_set_reopened	OPEN: the tag-facet SET (which dimensions are tag-native vs interpreter/routing-side) and how each facet axis is DEFINED (corpus-relativity calibrates a tag along an axis but does not define the axis).
state_2026_06_25_tfvr_the_cut	The cut (user-decided): separate tag-facets from routing — tag-facets = a semantic description of the phrase (v1's concept, no numbers); routing = a separate downstream job that consumes facets and owns relevance/weighting.
state_2026_06_25_tfvr_topic_is_centrality	Topic is not a facet (the phrase IS the topic); topic-as-degree = the tag's centrality within its chunk, measured against its sibling tags (chunk-local reference frame).
state_2026_06_25_tfvr_v2_interpreter_flavoured	The v2 five (stance/function/temporal-stance especially) read as interpreter/query-decomposition axes; v1's facets were the tag's actual semantic meaning 'around the tag'.
tests_smoke_chunk_rationale_1	Smoke over the real HERB corpus (design §16: full pipeline on the whole corpus i
tests_test_chunk_rationale_1	Golden tests for the deterministic chunker (design §9, §16): pure functions, no
tests_test_probe_rationale_1	Golden tests for the shape probe — the deterministic prefix is cheap to lock dow
v3_abort_rationale_1	abort.py — press 'q' to stop a running gen/eval loop.  Ctrl+C can be swallowed m
v3_abort_rationale_16	Raised from inside an in-flight call when q has been pressed, so a worker     pa
v3_abort_rationale_25	Start a daemon thread that sets the abort flag when q/Q is pressed. No-op     wh
v3_artefact_design_build_time_validation	Build-time validation catches tagger errors before a full run: the deterministic prefix runs free with golden tests, tags get code data-quality assertions (SPADE/promptfoo), error analysis on ~20-40 traces precedes the assertions, catching needs ~30 draws vs measuring 250-500.
v3_artefact_design_chunk_coherent_episode	A chunk is a coherent episode, not a fixed-size window; the cap (3000 tokens) is the tagger focus-span guardrail that closes a packed run or splits an oversized unit, never a fill target.
v3_artefact_design_chunk_materialized_path_tiers	The materialized path is integer components; canonical record-position tiers map to json_pointer spots, but derived-grouping tiers (channel-ordinal, episode-ordinal, split fragment-ordinal) correspond to nothing addressable in source — the chunk source position lives in its refs for those.
v3_artefact_design_chunk_per_position_dispatch	Records-vs-prose is decided per position by content-kind: conversation streams (channel + adaptive time-gap episodes), prose-leaf records (one chunk per record, siblings never merged), short structured records (pack consecutive toward the cap).
v3_artefact_design_chunk_refs_per_leaf_lossless	A chunk references its content leaves directly into untouched raw (the content projection, not inter-leaf bytes); the exact-tiling guarantee is per-leaf — an over-cap leaf char-span fragments tile that leaf exactly.
v3_artefact_design_coherent_episode_chunk	A chunk is a coherent episode (thread/conversation/document), not a fixed-size window; the ~3000-token cap is a guardrail set at the tagger's effective focus span, not an embedder limit.
v3_artefact_design_derive_corpus_quarantine	Stage-0 derive-corpus structurally quarantines RAG-unsafe surfaces (HERB eval oracle + team/customers membership links) into a corpus view the probe cannot sense; contamination is impossible by construction, the eval reads the oracle in place from raw.
v3_artefact_design_deterministic_seam_finder	One fully deterministic top-down seam-finder (no embeddings, no LLM) does episode segmentation and over-budget splitting, with per-content-kind seams dispatched by probe shape and a uniform walk-to-strongest-seam-and-recurse split rule, no minimum size.
v3_artefact_design_doc	v3 artefact subsystem design: the references-not-copies graph-RAG artefact built natively in v3 — spine, reference triple, resolution, pipeline, probe, mapping key, chunks/tags, routing, facets, build-time validation.
v3_artefact_design_facet_set	Facets are parallel relevance channels / a tag's character (not buckets): topic, process, stance, communicative-function, temporal-stance(TAM), allocated facts→structure and semantics→facets across seven converging linguistic traditions; the model emits no numbers.
v3_artefact_design_graph_spine	The graph spine is closed canon: Source → File → Chunk → Tag are the only nodes; nothing else (records, branches, metadata directories) is materialized.
v3_artefact_design_literal_matching_prepass	A deterministic pre-pass matches the prompt against actual hard-field values read at query time through field connections (no pre-embedded value vocabulary): exact literals give strong boosts, the toolless one-shot interpreter flags type/wanted-vs-excluded, a scoped string-distance lookup catches typos.
v3_artefact_design_mapping_key	The mapping key is a per-dataset declarative settings file read by one generic loader: shape→handling is automatic (repetition ratio splits attribute vs raw), and only three meaning judgments — content choice, directories+kind, id-space assignment — are declared.
v3_artefact_design_materialized_path	The chunk index is a materialized path of integer components — canonical source structure top to bottom, records included — with the subchunk split the only minted non-canonical tier (no parent node); the path does triple duty: ancestry, expansion, diversity.
v3_artefact_design_node_attribute_rule	Node-vs-attribute rule: a thing is a node only when others resolve through its facts or retrieval walks through it; otherwise it is an indexed attribute you filter or boost by, riding at the structural scope where the value sits.
v3_artefact_design_per_chunk_tags	Each emitted tag is its own per-chunk :Tag node bound to one chunk (no shared vocabulary); same phrase elsewhere is text equality, making retag/delete local and lossless, with a shared view derivable by normalized text.
v3_artefact_design_pipeline_skeleton	Pipeline: derive-corpus → scan → probe → reference → structure → tag → retrieve (Match→Filter→Rank→Cap), each arm reading references over the untouched corpus view.
v3_artefact_design_reference_triple	A reference is {file_id, scheme, address}; the scheme (json_pointer / char_span / row / reference-only) is chosen by data shape, and rendered prose is a transient tagger view, never stored.
v3_artefact_design_references_not_copies	Core principle: the graph indexes references into untouched authoritative raw source plus a derived semantic layer; content is resolved on demand, never stored as a mutated second copy (v1's c.content prose was the inversion).
v3_artefact_design_resolution_hash_verify	Resolution reads raw in place under data_root by relative path; identity is the content hash (file_id = sha256[:24]); the hash is verified on resolve and resolution fails loud on mismatch — no content-addressed store.
v3_artefact_design_routing_model	Retrieval is weighted activation propagation (no hard filters): a prompt-conditioned weighted dot product accumulates per-facet channels at chunks, hard fields enter as soft boosts, and a deterministic exact single-anchor jump narrows with a loud automatic widen.
v3_artefact_design_shape_probe	The shape probe climbs each parsed file and recovers the structural schema with zero meaning knowledge — one fused shape tree, repetition collapsed, per-field repetition ratio — describing shape + candidates only, leaving entity-vs-content to the mapping.
v3_artefact_design_stateless_tagger	One stateless temp-0 structured-output call per chunk (phrases out, no description, no numbers, instance discarded), graph-assembled context handed in as explicit input — statelessness is the precondition for build-time validation.
v3_artefact_model_contracts_closed_enums_are_attributes	Closed-facet labels (function, temporal_stance, literal kind, answer_shape) are chunk attributes or universal enums living in the fixed prompt — never embedded — while open facets are the only thing the pipeline ever embeds.
v3_artefact_model_contracts_deliberately_absent	Deliberately absent: no answerer/generation contract (specced with the eval harness), no LLM-judge (died with the description carrier), and no per-dataset prompt variants (one tagger + one interpreter prompt).
v3_artefact_model_contracts_doc	v2 model contracts: the structured I/O at every model touchpoint (tagger, interpreter, embedder), inherited invariants, deliberately-absent contracts, and the sign-off checklist of judgment calls.
v3_artefact_model_contracts_embedder_contract	The embedder contract: the asymmetric nv-embedqa-1b-v2 embeds exactly one thing — phrase tags (passage) and their prompt-side facet mirror (query) — at native 2048 dims, L2-normalized, under the shared limiter.
v3_artefact_model_contracts_inherited_invariants	Every contract inherits: no numbers cross the model boundary either direction; stateless temp-0 one-call-per-unit; schema-enforced output that fails loud; one shared async rate limiter; vocab-free model contexts.
v3_artefact_model_contracts_interpreter_contract	The interpreter contract: one toolless temp-0 call per prompt emitting literals (kind+polarity), prompt-side facet phrases, a structural date_range, and answer_shape — extracting exactly the axes retrieval uses, no coefficients.
v3_artefact_model_contracts_must_not_appear	MUST-NOT rule: ids, dates/years, URLs, PR numbers, and channel ids never appear in tagger output — those are facts that become structure (the v1 pollution); enforced as promptfoo regression assertions with no model in the loop.
v3_artefact_model_contracts_schema_revalidation	Status: the verbally-approved tagger output schema predates the 2026-06-14 facet reframe (facets = relevance channels, same-facet matching), so per-facet carriers are REOPENED and must be re-validated before encoding.
v3_artefact_model_contracts_signoff_checklist	The sign-off checklist: each judgment call beyond decided design (per-facet carriers, marked spans, context envelope, native dims, answer_shape, current date) is asked in conversation with its schema inline — the doc itself is never the approval.
v3_artefact_model_contracts_tagger_contract	The tagger contract: one temp-0 call per chunk over a chunk-envelope, emitting open contextual-phrase lists (topic/process/stance) plus closed-enum chunk attributes (function/temporal_stance), source-language, no numbers.
v3_artefact_model_contracts_three_touchpoints	A model touches an item in exactly three places — tagger (build, per chunk), interpreter (query, per prompt), embedder (build+query, per phrase) — everything else is deterministic and free.
v3_build_question_sets_rationale_17	The gold-N: a balanced ANSWERABLE subset, drawn by seeded round-robin     over t
v3_build_questions_rationale_1	build_questions.py — one-shot: build the HERB question set from raw.  HERB ships
v3_contract_rationale_1	contract.py — the shared shapes every arm and evaluator imports.
v3_contract_rationale_16	One model's cost — calls / tokens / wall-time. Reused wherever a model is     to
v3_contract_rationale_54	Provenance for a `questions` run — answers generated by ONE arm.
v3_contract_rationale_68	Provenance for an `evals` run — ONE scorer over one run file.
v3_embed_questions_rationale_1	embed_questions.py — precompute the dense (vector) arm's question vectors.  Run
v3_embed_tags_rationale_1	embed_tags.py — precompute the artefact arm's tag-embedding index.  The lean gra
v3_embed_tags_rationale_39	Read the tags jsonl -> records [{chunk_id, kind, tags: [...]}].
v3_embed_tags_rationale_50	Content-addressed cache: any change to the model, the tags file, or the     dedu
v3_nim_rationale_1	Talk to NVIDIA NIM's REST API (OpenAI-compatible).  The generator and the embedd
v3_nim_rationale_105	The NIM API key, or a loud failure — there is no offline mode.
v3_nim_rationale_114	How long to wait before retrying: obey NIM's Retry-After header if it sent     o
v3_nim_rationale_131	POST payload to BASE_URL + path and return the parsed JSON body.      Retries tr
v3_nim_rationale_51	Count of successful NIM calls — a live heartbeat for a progress bar, since one
v3_nim_rationale_57	Block until this model's next call is allowed, leaving SECONDS_BETWEEN_CALLS
v3_nim_rationale_76	Push a model's next-call time out so every worker on THAT model waits. A 429 mea
v3_nim_rationale_87	Read KEY=VALUE lines from a sibling .env into the environment, once, without
v3_offline_eval_rationale_1	offline_eval.py — score run folders with the no-judge metrics.  Step 2 of the de
v3_offline_eval_rationale_42	Vectors for `texts` in input order via the vector arm's batched embedder —     h
v3_orchestrator_rationale_1	orchestrator.py — wires ONE pipeline + ONE evaluator over the chosen questions a
v3_orchestrator_rationale_111	Build the ONE generator (on NIM) injected into every arm.     Returns a callable
v3_orchestrator_rationale_176	Strip the truth: hand the arm the question's id + text ONLY, as the (id,     tex
v3_orchestrator_rationale_185	Ids already answered — one per line in arm_outputs.jsonl. This is the resume
v3_orchestrator_rationale_195	A persisted arm-output record (dict) -> contract.ArmOutput, so the scorer     re
v3_orchestrator_rationale_205	Prepare the arm once, then answer the questions concurrently, writing each     a
v3_orchestrator_rationale_276	-> list[contract.EvalResult]. The arm label + corpus (so an evaluator can     de
v3_orchestrator_rationale_286	Provenance for the generation side -> contract.RunManifest (timestamp now,     U
v3_orchestrator_rationale_304	Provenance for the eval side -> contract.EvalManifest (timestamp now, UTC).
v3_orchestrator_rationale_315	pipelines.lucene' / 'eval.ragas' -> 'lucene' / 'ragas' (run + output label).
v3_orchestrator_rationale_320	TOP ENTRY. Generation writes each answer to out_dir/arm_outputs.jsonl as it
v3_orchestrator_rationale_381	Wiring check with fakes — no NIM, no bm25s, no disk questions. Verifies the
v3_orchestrator_rationale_55	Load the full question set (truth hydrated from raw via questions.jsonl)     and
v3_orchestrator_rationale_77	Ids from a jsonl id-set file (output/question_ids.jsonl, gold100.jsonl,     or a
v3_orchestrator_rationale_98	Handle onto the RAG-safe corpus — the only data a pipeline sees. Validates     t
v3_progress_rationale_1	Stable CLI progress bars for the v3 harness.
v3_progress_rationale_8	tqdm tuned for Windows terminals and captured logs.
v3_questions_rationale_1	questions.py — load the HERB question set from data/questions.jsonl.  Each recor
v3_questions_rationale_15	The HERB question set as QuestionWithTruth records.
v3_readme_construct_validity	Caveat worth remembering: answer-level scoring measures the whole pipeline not retrieval alone — a strong generator can mask retrieval quality — so the deterministic context precision/recall is what keeps an endpoint pointed directly at retrieval, the artefact's actual claim.
v3_readme_contract_shared_shapes	contract.py holds the shared shapes everything imports (QuestionWithTruth, ModelUsage, ArmOutput, BuildStats, EvalResult, RunManifest, EvalManifest).
v3_readme_data_quarantine	The data split is a quarantine: data/corpus/ has the oracle stripped and pipelines see ONLY this via a truth-free prompt, data/raw/ holds full HERB (~1514 questions + ground_truth + citations inside the product files) read by evaluators in place, and metadata/ (employee/customer/team) stays on both sides as legitimate retrieval data.
v3_readme_deterministic_id_context	The deterministic RAGAS backbone is ID-based context precision/recall against the gold citations (IDBasedContextPrecision / IDBasedContextRecall, no judge); the judged picks are faithfulness, answer correctness, context precision and context recall.
v3_readme_doc	v3/README.md — the in-repo canon design reference for the v3 HERB evaluation harness: three arms (artefact/lucene/vector), one shared generator, shared corpus on disk, scored with RAGAS.
v3_readme_faithfulness_transfers_no_gold	Faithfulness needs no reference so it transfers to a no-gold set later; the other three judged metrics (answer correctness, context precision, context recall) lean on the gold answer / citations.
v3_readme_generator_neutral_pipe	Generation contract — a thin fixed RAG pipe: one fixed system instruction ("Answer the question using only the provided documents. Be concise.") then the question exactly as posed plus the arm's retrieved passages as a labelled user turn, taking back a structured {answer}; generic grounding not retrieval engineering, held byte-identical across all three arms so the only variable stays retrieval; any thin/empty-context handling is an individual arm's own concern.
v3_readme_gold100_set	build_question_sets.py writes id-set views (full/answerable/unanswerable, 1514/815/699) plus the gold-100 — a balanced answerable subset drawn by seeded round-robin over HERB types (equal allocation ~20/type); equal allocation keeps every type usable per-type but does not match HERB's natural mix, so report per-type and don't compare the gold-100 aggregate to HERB's published average.
v3_readme_lucene_arm	The lucene arm is built on bm25s method="lucene" (the Lucene/Elasticsearch BM25 variant, k1=0.9 / b=0.4 BEIR reference values) reproducing Lucene's scoring exactly with Lucene-like EN-stopword + Snowball/Porter2 analysis; one document per artifact, artifacts-only index justified because all 17,087 gold citations resolve to an artifact id.
v3_readme_nim_transport	nim.py is the one NVIDIA NIM REST transport through which generator, embedder and judge all POST — shared harness plumbing, not retrieval code.
v3_readme_one_llm_generator_and_judge	One LLM serves as both generator and judge — qwen/qwen3.5-397b-a17b on NVIDIA NIM; multilingual so HERB now and the deferred Swedish Bonnier set run on the same model, and being not GPT-4o means HERB's published baselines are re-run, not cited.
v3_readme_one_shared_generator	All three arms answer with the SAME generator (built once in the orchestrator and injected) so any difference is retrieval, not the LLM; beyond that generator and the corpus on disk the arms share nothing — each reads, indexes and ranks the corpus with its own code, sharing no retrieval code.
v3_readme_oracle_free_record	The questions run record carries no oracle (one oracle-free row per question, appended as it goes so a crash keeps what finished), so you can read it and see the quarantine held; a hard error fails loud and stops.
v3_readme_orchestrator_role	orchestrator.py owns the shared generator, runs an arm through generation and a scorer through evaluation, and writes the manifests; it currently runs a single combined path and splitting it into the three modes is the pending step.
v3_readme_question_ids_minted	Question ids are minted deterministically (HERB ships no native id): <product>::a|u::<index> from (product file, array, position), 815 answerable + 699 unanswerable = 1514 unique, the paired-test join key; questions.load_questions hydrates QuestionWithTruth from raw with an exact id filter that raises on an unmatched id.
v3_readme_ragas_only_scorer	RAGAS (eval/ragas.py) is the only scorer; the full RAGAS metric menu lives in eval/ragas_catalog.py — every judge-free deterministic metric always runs (costs nothing) and SELECTED adds the judged ones.
v3_readme_raw_per_question_records	RAGAS emits raw per-question records (EvalResult, tidy long format) with nothing pre-aggregated, so paired tests, CIs, per-type splits and judge calibration are all possible downstream.
v3_readme_split_telemetry	Per-question telemetry is split: ArmOutput.generator (the shared answer-writer, identical across arms) versus ArmOutput.retrieval (the arm's OWN retrieval-time model cost — vector's query embed, zero for lucene).
v3_readme_still_open	Still open: the orchestrator split into questions/evals/full modes with per-run-folder run identity, the top-k budget value, which set to run (gold-100 vs the full 815+699), and the judge-calibration subset size.
v3_readme_three_arms	The harness runs chosen HERB questions through three arms — artifact (the artefact graph: interpreter → facet retrieval → answer, system under test), lucene (BM25 baseline, own index), vector (dense naive-RAG baseline, own index) — and scores each arm's answer with RAGAS.
v3_readme_two_manifests_provenance	Each run writes a RunManifest (arm, generator model, top-k, questions file, n, timestamp, build stats) on the generation side and an EvalManifest (scorer, judge model, source run, arm, timestamp) on the scoring side; no seed, no git-sha.
v3_readme_two_phase_run_flow	Generation and scoring are split into two separate phases (modes questions / evals / full) so iterating a scorer never re-runs the LLM; the questions phase answers chosen questions writing an oracle-free records.jsonl + run_manifest.json, the evals phase re-joins truth by id and writes eval_results.jsonl + eval_manifest.json.
v3_readme_vector_design	The vector arm is built on embedder nvidia/llama-nemotron-embed-1b-v2 on NIM (multilingual incl. Swedish, 8192-token context), reading the corpus with its OWN reader into one document per artifact embedded WHOLE (no truncation/chunking), exact brute-force cosine (no ANN), keeping each artifact's native id — a deliberate capable multilingual dense baseline, NOT the English-only 256-token all-MiniLM textbook naive-RAG default.
v3_run_lock_rationale_1	Single-writer guard for run output folders.
v3_run_rationale_1	run.py — the single entry point for an evaluation run: choose an arm, a question
v3_run_rationale_37	Write a fixed dev id-set (one answerable per HERB type first, then in file     o
v3_run_rationale_56	--set -> (ids_file, out_dir). smoke = a fresh dev id-set under output/smoke/;
v3_run_rationale_71	Mean per metric over the cells that scored, with an error tally.
v3_truncate_k_rationale_1	truncate_k.py — re-emit a run's arm_outputs at each eval depth k, no regeneratio
