arm,k,question_id,type,metric,value
vector,50,InsightForce::a::6,content,rouge,0.11009174311926606
vector,50,ForecastForce::a::24,company,context_recall_nonllm,0.06666666666666667
vector,50,InsightForce::a::6,content,chrf,0.32341840924835175
vector,50,InsightForce::a::6,content,context_precision_id,0.02
vector,50,InsightForce::a::6,content,context_recall_nonllm,0.02127659574468085
vector,50,KnowledgeForce::a::14,content,context_precision_id,0.04
vector,50,InsightForce::a::6,content,string_presence,0.0
vector,50,InsightForce::a::6,content,exact_match,0.0
vector,50,KnowledgeForce::a::14,content,string_similarity,0.21671525753158405
vector,50,KnowledgeForce::a::14,content,rouge,0.14070351758793972
vector,50,KnowledgeForce::a::14,content,bleu,0.01236337229328573
vector,50,KnowledgeForce::a::14,content,exact_match,0.0
vector,50,KnowledgeForce::a::14,content,context_recall_id,0.05263157894736842
vector,50,LeadForce::a::13,pr,context_precision_id,0.1
vector,50,KnowledgeForce::a::14,content,string_presence,0.0
vector,50,LeadForce::a::13,pr,context_recall_id,0.17857142857142858
vector,50,KnowledgeForce::a::14,content,chrf,0.36401232067553946
vector,50,InsightForce::a::6,content,context_precision_nonllm,0.053030303027651514
vector,50,LeadForce::a::13,pr,string_similarity,0.0692567567567568
vector,50,LeadForce::a::13,pr,bleu,0.11005040523606212
vector,50,LeadForce::a::13,pr,context_recall_nonllm,0.17857142857142858
vector,50,LeadForce::a::13,pr,rouge,0.1407035175879397
vector,50,LeadForce::a::13,pr,exact_match,0.0
vector,50,LeadForce::a::13,pr,string_presence,0.0
vector,50,LeadForce::a::13,pr,chrf,0.2827943733073523
vector,50,LeadForce::a::13,pr,context_precision_nonllm,0.1851089018309961
vector,50,KnowledgeForce::a::14,content,context_precision_nonllm,0.14052287581230938
vector,50,MonitorForce::a::16,company,context_precision_id,0.22
vector,50,MonitorForce::a::16,company,context_recall_id,0.09401709401709402
vector,50,MonitorForce::a::16,company,chrf,0.05082130816451908
vector,50,KnowledgeForce::a::14,content,context_recall_nonllm,0.07894736842105263
vector,50,MonitorForce::a::16,company,rouge,0.0
vector,50,MonitorForce::a::16,company,string_similarity,0.028346456692913358
vector,50,MonitorForce::a::16,company,bleu,0.0
vector,50,MonitorForce::a::16,company,string_presence,0.0
vector,50,MonitorForce::a::16,company,exact_match,0.0
vector,50,PersonalizeForce::a::24,company,string_similarity,0.030181086519114664
vector,50,PersonalizeForce::a::24,company,context_recall_id,0.18840579710144928
vector,50,PersonalizeForce::a::24,company,context_precision_id,0.26
vector,50,PersonalizeForce::a::24,company,rouge,0.0
vector,50,PersonalizeForce::a::24,company,string_presence,0.0
vector,50,PersonalizeForce::a::24,company,bleu,0.0
vector,50,MonitorForce::a::16,company,context_recall_nonllm,0.11965811965811966
vector,50,PersonalizeForce::a::24,company,chrf,0.05253154737061579
vector,50,PitchForce::a::25,person,context_precision_id,0.18
vector,50,PersonalizeForce::a::24,company,exact_match,0.0
vector,50,PitchForce::a::25,person,string_similarity,0.0390995260663507
vector,50,MonitorForce::a::16,company,context_precision_nonllm,0.7819084386399355
vector,50,PitchForce::a::25,person,context_recall_id,0.15517241379310345
vector,50,PitchForce::a::25,person,rouge,0.06611570247933884
vector,50,PitchForce::a::25,person,context_precision_nonllm,0.7221976128872629
vector,50,PersonalizeForce::a::24,company,context_precision_nonllm,0.6379190971184855
vector,50,PersonalizeForce::a::24,company,context_recall_nonllm,0.21739130434782608
vector,50,PitchForce::a::25,person,chrf,0.1224002208399874
vector,50,PitchForce::a::25,person,exact_match,0.0
vector,50,ProposalForce::a::17,content,context_precision_id,0.14
vector,50,PitchForce::a::25,person,string_presence,0.0
vector,50,PitchForce::a::25,person,bleu,0.02270266030957446
vector,50,ProposalForce::a::17,content,rouge,0.1264367816091954
vector,50,ProposalForce::a::17,content,bleu,0.040525350679051025
vector,50,ProposalForce::a::17,content,context_recall_id,0.1794871794871795
vector,50,ProposalForce::a::17,content,string_presence,0.0
vector,50,ProposalForce::a::17,content,exact_match,0.0
vector,50,ProposalForce::a::17,content,string_similarity,0.12924528301886795
vector,50,ProposalForce::a::17,content,chrf,0.3021323736468369
vector,50,SearchFlow::a::33,person,context_recall_id,0.26
vector,50,SearchFlow::a::33,person,context_precision_id,0.26
vector,50,PitchForce::a::25,person,context_recall_nonllm,0.15517241379310345
vector,50,SearchFlow::a::33,person,bleu,0.02771450089816766
vector,50,SearchFlow::a::33,person,exact_match,0.0
vector,50,SearchFlow::a::33,person,string_similarity,0.062130177514792884
vector,50,ProposalForce::a::17,content,context_recall_nonllm,0.20512820512820512
vector,50,SearchFlow::a::33,person,rouge,0.06557377049180327
vector,50,SearchFlow::a::33,person,context_precision_nonllm,0.6308252829585221
vector,50,SearchFlow::a::33,person,chrf,0.14374891057544567
vector,50,SearchFlow::a::33,person,string_presence,0.0
vector,50,SearchForce::a::16,pr,context_precision_id,0.12
vector,50,SearchForce::a::16,pr,context_recall_id,0.23076923076923078
vector,50,ProposalForce::a::17,content,context_precision_nonllm,0.616655226374779
vector,50,SearchFlow::a::33,person,context_recall_nonllm,0.28
vector,50,SearchForce::a::16,pr,bleu,0.0661116679612678
vector,50,SearchForce::a::16,pr,context_recall_nonllm,0.23076923076923078
vector,50,SentimentForce::a::26,content,context_precision_id,0.02
vector,50,SentimentForce::a::26,content,context_recall_id,0.041666666666666664
vector,50,SearchForce::a::16,pr,string_similarity,0.03873873873873879
vector,50,SearchForce::a::16,pr,chrf,0.18299808878552903
vector,50,SearchForce::a::16,pr,string_presence,1.0
vector,50,SearchForce::a::16,pr,rouge,0.07291666666666667
vector,50,SearchForce::a::16,pr,exact_match,0.0
vector,50,SentimentForce::a::26,content,context_precision_nonllm,0.9243902438931951
vector,50,SentimentForce::a::26,content,bleu,0.0
vector,50,SentimentForce::a::26,content,context_recall_nonllm,0.041666666666666664
vector,50,SentimentForce::a::26,content,rouge,0.021978021978021973
vector,50,SentimentForce::a::26,content,string_similarity,0.060037523452157626
vector,50,SearchForce::a::16,pr,context_precision_nonllm,0.4211360499368883
vector,50,SentimentForce::a::26,content,chrf,0.06545515921561568
vector,50,SentimentForce::a::26,content,exact_match,0.0
vector,50,SentimentForce::a::26,content,string_presence,0.0
vector,50,SummarizeForce::a::23,content,context_recall_id,0.07692307692307693
vector,50,SummarizeForce::a::23,content,context_precision_id,0.02
vector,50,SummarizeForce::a::23,content,rouge,0.07142857142857142
vector,50,SummarizeForce::a::23,content,string_similarity,0.11897106109324762
vector,50,SummarizeForce::a::23,content,chrf,0.12782937583443
vector,50,SummarizeForce::a::23,content,exact_match,0.0
vector,50,SummarizeForce::a::23,content,string_presence,0.0
vector,50,SummarizeForce::a::23,content,bleu,0.0
vector,50,SupportForce::a::6,content,string_similarity,0.14905450500556172
vector,50,SummarizeForce::a::23,content,context_precision_nonllm,0.7234213931850794
vector,50,SummarizeForce::a::23,content,context_recall_nonllm,0.15384615384615385
vector,50,SupportForce::a::6,content,context_precision_id,0.06
vector,50,SupportForce::a::6,content,bleu,0.009958921354772334
vector,50,SupportForce::a::6,content,context_recall_id,0.045454545454545456
vector,50,SupportForce::a::6,content,rouge,0.06097560975609756
vector,50,SupportForce::a::6,content,chrf,0.20059654672814606
vector,50,SupportForce::a::6,content,string_presence,0.0
vector,50,SupportForce::a::6,content,exact_match,0.0
vector,50,SupportForce::a::6,content,context_recall_nonllm,0.045454545454545456
vector,50,VizForce::a::43,person,context_recall_id,0.07874015748031496
vector,50,VizForce::a::43,person,string_similarity,0.023622047244094446
vector,50,VizForce::a::43,person,context_precision_id,0.4
vector,50,SupportForce::a::6,content,context_precision_nonllm,0.06666666666444444
vector,50,VizForce::a::43,person,rouge,0.028571428571428574
vector,50,ActionGenie::a::7,content,context_precision_id,0.04
vector,50,ActionGenie::a::7,content,context_recall_id,0.04
vector,50,VizForce::a::43,person,string_presence,0.0
vector,50,VizForce::a::43,person,bleu,0.0063093052345078605
vector,50,VizForce::a::43,person,exact_match,0.0
vector,50,VizForce::a::43,person,chrf,0.0430392295670025
vector,50,ActionGenie::a::7,content,bleu,0.09093798669760578
vector,50,ActionGenie::a::7,content,string_similarity,0.18805590851334175
vector,50,ActionGenie::a::7,content,rouge,0.16901408450704225
vector,50,ActionGenie::a::7,content,chrf,0.3807313171759741
vector,50,ActionGenie::a::7,content,context_precision_nonllm,0.2222222222111111
vector,50,ActionGenie::a::7,content,context_recall_nonllm,0.04
vector,50,ActionGenie::a::7,content,exact_match,0.0
vector,50,ActionGenie::a::7,content,string_presence,0.0
vector,50,AutoTuneForce::a::13,content,context_precision_id,0.06
vector,50,AutoTuneForce::a::13,content,context_recall_id,0.0625
vector,50,AutoTuneForce::a::13,content,string_similarity,0.13876319758672695
vector,50,AutoTuneForce::a::13,content,bleu,0.004883858935217975
vector,50,AutoTuneForce::a::13,content,chrf,0.29177312617088075
vector,50,AutoTuneForce::a::13,content,rouge,0.07960199004975124
vector,50,AutoTuneForce::a::13,content,context_recall_nonllm,0.0625
vector,50,AutoTuneForce::a::13,content,context_precision_nonllm,0.46666666665111106
vector,50,AutoTuneForce::a::13,content,exact_match,0.0
vector,50,AutoTuneForce::a::13,content,string_presence,0.0
vector,50,CollaborateForce::a::21,pr,context_precision_id,0.04
vector,50,CollaborateForce::a::21,pr,context_recall_id,0.13333333333333333
vector,50,CollaborateForce::a::21,pr,context_recall_nonllm,0.13333333333333333
vector,50,CollaborateForce::a::21,pr,context_precision_nonllm,0.10714285713749999
vector,50,CollaborateForce::a::21,pr,bleu,0.18724105432215674
vector,50,CollaborateForce::a::21,pr,string_similarity,0.08493589743589747
vector,50,CollaborateForce::a::21,pr,exact_match,0.0
vector,50,CollaborateForce::a::21,pr,string_presence,0.0
vector,50,CollaborateForce::a::21,pr,rouge,0.12121212121212122
vector,50,CollaborateForce::a::21,pr,chrf,0.3428113273066081
vector,50,ConnectForce::a::14,content,context_precision_nonllm,0.6188028241543416
vector,50,ConnectForce::a::14,content,context_recall_nonllm,0.20833333333333334
vector,50,ConnectForce::a::14,content,context_precision_id,0.08
vector,50,VizForce::a::43,person,context_precision_nonllm,0.7325167329565293
vector,50,ConnectForce::a::14,content,context_recall_id,0.16666666666666666
vector,50,ConnectForce::a::14,content,string_similarity,0.038535645472061675
vector,50,ConnectForce::a::14,content,chrf,0.07292602420951648
vector,50,ConnectForce::a::14,content,rouge,0.024242424242424246
vector,50,ConnectForce::a::14,content,string_presence,0.0
vector,50,ConnectForce::a::14,content,bleu,0.006488583831481832
vector,50,ConnectForce::a::14,content,exact_match,0.0
vector,50,ContentForce::a::16,content,context_recall_nonllm,0.043478260869565216
vector,50,ContentForce::a::16,content,context_precision_nonllm,0.8128767660847989
vector,50,ContentForce::a::16,content,context_recall_id,0.043478260869565216
vector,50,ContentForce::a::16,content,string_similarity,0.06971153846153844
vector,50,ContentForce::a::16,content,context_precision_id,0.02
vector,50,ContentForce::a::16,content,chrf,0.09257385576633323
vector,50,ContentForce::a::16,content,rouge,0.0
vector,50,ContentForce::a::16,content,exact_match,0.0
vector,50,ContentForce::a::16,content,bleu,0.0
vector,50,ContentForce::a::16,content,string_presence,0.0
vector,50,VizForce::a::43,person,context_recall_nonllm,0.08661417322834646
vector,50,EdgeForce::a::13,content,context_precision_id,0.2
vector,50,EdgeForce::a::13,content,context_recall_id,0.2702702702702703
vector,50,EdgeForce::a::13,content,string_similarity,0.2714776632302406
vector,50,EdgeForce::a::13,content,bleu,0.03342923396897082
vector,50,EdgeForce::a::13,content,rouge,0.16296296296296298
vector,50,EdgeForce::a::13,content,chrf,0.3286874268309575
vector,50,EdgeForce::a::13,content,exact_match,0.0
vector,50,EdgeForce::a::13,content,string_presence,0.0
vector,50,EdgeForce::a::13,content,context_precision_nonllm,0.3168546266867775
vector,50,ExplainabilityForce::a::9,pr,context_precision_id,0.28
vector,50,ExplainabilityForce::a::9,pr,context_recall_id,0.14285714285714285
vector,50,ExplainabilityForce::a::9,pr,string_similarity,0.24309392265193375
vector,50,EdgeForce::a::13,content,context_recall_nonllm,0.2702702702702703
vector,50,ExplainabilityForce::a::9,pr,rouge,0.38028169014084506
vector,50,ExplainabilityForce::a::9,pr,chrf,0.6159754590898734
vector,50,ExplainabilityForce::a::9,pr,bleu,0.313422621716571
vector,50,ExplainabilityForce::a::9,pr,exact_match,0.0
vector,50,ExplainabilityForce::a::9,pr,string_presence,0.0
vector,50,FeedbackForce::a::7,content,context_recall_id,0.0
vector,50,FeedbackForce::a::7,content,context_precision_id,0.0
vector,50,FeedbackForce::a::7,content,context_precision_nonllm,0.0
vector,50,FeedbackForce::a::7,content,rouge,0.06956521739130435
vector,50,FeedbackForce::a::7,content,bleu,0.00922004518341552
vector,50,FeedbackForce::a::7,content,string_similarity,0.26102941176470584
vector,50,FeedbackForce::a::7,content,exact_match,0.0
vector,50,FeedbackForce::a::7,content,string_presence,0.0
vector,50,FlowForce::a::13,content,context_precision_id,0.02
vector,50,FeedbackForce::a::7,content,context_recall_nonllm,0.0
vector,50,FeedbackForce::a::7,content,chrf,0.24433446969847783
vector,50,FlowForce::a::13,content,string_similarity,0.17059243397573165
vector,50,FlowForce::a::13,content,bleu,0.008696285568104437
vector,50,ExplainabilityForce::a::9,pr,context_recall_nonllm,0.16326530612244897
vector,50,FlowForce::a::13,content,context_precision_nonllm,0.16666666665
vector,50,FlowForce::a::13,content,context_recall_id,0.037037037037037035
vector,50,FlowForce::a::13,content,context_recall_nonllm,0.037037037037037035
vector,50,FlowForce::a::13,content,rouge,0.10612244897959183
vector,50,ExplainabilityForce::a::9,pr,context_precision_nonllm,0.40445395178456206
vector,50,FlowForce::a::13,content,chrf,0.28362005068048934
vector,50,FlowForce::a::13,content,string_presence,0.0
vector,50,FlowForce::a::13,content,exact_match,0.0
vector,50,ForecastForce::a::26,content,context_precision_id,0.02
vector,50,ForecastForce::a::26,content,string_similarity,0.04746317512274956
vector,50,ForecastForce::a::26,content,context_recall_id,0.04
vector,50,ForecastForce::a::26,content,exact_match,0.0
vector,50,ForecastForce::a::26,content,chrf,0.06374205319987618
vector,50,ForecastForce::a::26,content,context_precision_nonllm,0.505757263028207
vector,50,ForecastForce::a::26,content,bleu,0.0
vector,50,ForecastForce::a::26,content,rouge,0.0
vector,50,ForecastForce::a::26,content,context_recall_nonllm,0.08
vector,50,InsightForce::a::7,content,context_recall_id,0.125
vector,50,ForecastForce::a::26,content,string_presence,0.0
vector,50,InsightForce::a::7,content,string_similarity,0.1944157187176836
vector,50,InsightForce::a::7,content,context_precision_id,0.1
vector,50,InsightForce::a::7,content,rouge,0.2822085889570552
vector,50,InsightForce::a::7,content,chrf,0.4503447858819571
vector,50,InsightForce::a::7,content,bleu,0.03470653886332962
vector,50,InsightForce::a::7,content,exact_match,0.0
vector,50,InsightForce::a::7,content,string_presence,0.0
vector,50,InsightForce::a::7,content,context_recall_nonllm,0.15
vector,50,KnowledgeForce::a::15,content,string_similarity,0.17005420054200537
vector,50,KnowledgeForce::a::15,content,bleu,0.007837626316641184
vector,50,InsightForce::a::7,content,context_precision_nonllm,0.19658136011353775
vector,50,KnowledgeForce::a::15,content,context_precision_id,0.24
vector,50,KnowledgeForce::a::15,content,context_recall_id,0.16901408450704225
vector,50,KnowledgeForce::a::15,content,exact_match,0.0
vector,50,KnowledgeForce::a::15,content,rouge,0.19999999999999996
vector,50,KnowledgeForce::a::15,content,context_precision_nonllm,0.7213485476003558
vector,50,KnowledgeForce::a::15,content,string_presence,0.0
vector,50,LeadForce::a::20,pr,context_recall_nonllm,0.07142857142857142
vector,50,LeadForce::a::20,pr,string_similarity,0.0658978583196046
vector,50,KnowledgeForce::a::15,content,chrf,0.36043660816187784
vector,50,LeadForce::a::20,pr,context_recall_id,0.07142857142857142
vector,50,LeadForce::a::20,pr,context_precision_id,0.02
vector,50,LeadForce::a::20,pr,rouge,0.14736842105263157
vector,50,LeadForce::a::20,pr,context_precision_nonllm,0.24285714284499998
vector,50,LeadForce::a::20,pr,chrf,0.27349411354356584
vector,50,LeadForce::a::20,pr,bleu,0.10389206804525535
vector,50,MonitorForce::a::18,content,context_precision_id,0.02
vector,50,LeadForce::a::20,pr,string_presence,1.0
vector,50,LeadForce::a::20,pr,exact_match,0.0
vector,50,MonitorForce::a::18,content,context_recall_id,0.07142857142857142
vector,50,MonitorForce::a::18,content,exact_match,0.0
vector,50,MonitorForce::a::18,content,context_recall_nonllm,0.07142857142857142
vector,50,MonitorForce::a::18,content,string_similarity,0.03901170351105332
vector,50,MonitorForce::a::18,content,bleu,0.015732934811145335
vector,50,MonitorForce::a::18,content,chrf,0.05891322162110428
vector,50,MonitorForce::a::18,content,rouge,0.017241379310344827
vector,50,PersonalizeForce::a::34,pr,context_recall_id,0.17073170731707318
vector,50,MonitorForce::a::18,content,string_presence,0.0
vector,50,PersonalizeForce::a::34,pr,context_precision_id,0.14
vector,50,MonitorForce::a::18,content,context_precision_nonllm,0.7494501676470614
vector,50,PersonalizeForce::a::34,pr,rouge,0.042105263157894736
vector,50,PersonalizeForce::a::34,pr,chrf,0.14853772644086669
vector,50,KnowledgeForce::a::15,content,context_recall_nonllm,0.16901408450704225
vector,50,PersonalizeForce::a::34,pr,exact_match,0.0
vector,50,PersonalizeForce::a::34,pr,bleu,0.0
vector,50,PersonalizeForce::a::34,pr,string_similarity,0.12826086956521743
vector,50,PersonalizeForce::a::34,pr,string_presence,0.0
vector,50,PitchForce::a::27,person,context_precision_id,0.2
vector,50,PitchForce::a::27,person,bleu,0.012853088362522365
vector,50,PitchForce::a::27,person,rouge,0.064
vector,50,PitchForce::a::27,person,context_recall_id,0.19230769230769232
vector,50,PitchForce::a::27,person,string_similarity,0.029002320185614883
vector,50,PitchForce::a::27,person,chrf,0.08029673034991318
vector,50,PersonalizeForce::a::34,pr,context_precision_nonllm,0.8287749634406727
vector,50,PitchForce::a::27,person,exact_match,0.0
vector,50,PersonalizeForce::a::34,pr,context_recall_nonllm,0.1951219512195122
vector,50,ProposalForce::a::20,content,context_recall_id,0.2
vector,50,PitchForce::a::27,person,context_precision_nonllm,0.4652474915479543
vector,50,ProposalForce::a::20,content,bleu,0.13749229838463403
vector,50,ProposalForce::a::20,content,chrf,0.40723307154235533
vector,50,ProposalForce::a::20,content,context_recall_nonllm,0.2
vector,50,ProposalForce::a::20,content,rouge,0.2647058823529412
vector,50,ProposalForce::a::20,content,exact_match,0.0
vector,50,PitchForce::a::27,person,context_recall_nonllm,0.21153846153846154
vector,50,ProposalForce::a::20,content,string_similarity,0.17824377457404983
vector,50,SentimentForce::a::27,content,context_recall_id,0.12
vector,50,SentimentForce::a::27,content,context_precision_id,0.06
vector,50,PitchForce::a::27,person,string_presence,0.0
vector,50,ProposalForce::a::20,content,string_presence,0.0
vector,50,SentimentForce::a::27,content,string_similarity,0.04516806722689071
vector,50,SentimentForce::a::27,content,chrf,0.06564985765580768
vector,50,ProposalForce::a::20,content,context_precision_id,0.1
vector,50,SentimentForce::a::27,content,exact_match,0.0
vector,50,SentimentForce::a::27,content,bleu,0.01387819277861591
vector,50,SentimentForce::a::27,content,string_presence,0.0
vector,50,SentimentForce::a::27,content,rouge,0.025974025974025976
vector,50,SummarizeForce::a::24,content,context_recall_id,0.08333333333333333
vector,50,ProposalForce::a::20,content,context_precision_nonllm,0.17851037850740334
vector,50,SummarizeForce::a::24,content,context_precision_id,0.02
vector,50,SentimentForce::a::27,content,context_precision_nonllm,0.8394230769160818
vector,50,SummarizeForce::a::24,content,context_precision_nonllm,0.735833251712376
vector,50,SummarizeForce::a::24,content,string_similarity,0.04570383912248632
vector,50,SentimentForce::a::27,content,context_recall_nonllm,0.12
vector,50,SummarizeForce::a::24,content,bleu,0.0
vector,50,SummarizeForce::a::24,content,context_recall_nonllm,0.08333333333333333
vector,50,SummarizeForce::a::24,content,exact_match,0.0
vector,50,SummarizeForce::a::24,content,chrf,0.06622501615086841
vector,50,SummarizeForce::a::24,content,rouge,0.02197802197802198
vector,50,CollaborateForce::a::31,content,context_precision_nonllm,0.8792298703524429
vector,50,SummarizeForce::a::24,content,string_presence,0.0
vector,50,CollaborateForce::a::31,content,context_recall_id,0.07142857142857142
vector,50,CollaborateForce::a::31,content,context_recall_nonllm,0.07142857142857142
vector,50,CollaborateForce::a::31,content,context_precision_id,0.02
vector,50,CollaborateForce::a::31,content,chrf,0.17372050337034786
vector,50,CollaborateForce::a::31,content,exact_match,0.0
vector,50,CollaborateForce::a::31,content,bleu,0.017042146160049086
vector,50,ConnectForce::a::15,content,context_precision_id,0.04
vector,50,CollaborateForce::a::31,content,rouge,0.042105263157894736
vector,50,ConnectForce::a::15,content,bleu,0.0
vector,50,CollaborateForce::a::31,content,string_similarity,0.15671641791044777
vector,50,CollaborateForce::a::31,content,string_presence,0.0
vector,50,ConnectForce::a::15,content,string_similarity,0.056862745098039236
vector,50,ConnectForce::a::15,content,context_recall_id,0.14285714285714285
vector,50,ConnectForce::a::15,content,context_precision_nonllm,0.6083444741431586
vector,50,ConnectForce::a::15,content,context_recall_nonllm,0.14285714285714285
vector,50,ConnectForce::a::15,content,chrf,0.07337707109939103
vector,50,ConnectForce::a::15,content,exact_match,0.0
vector,50,ConnectForce::a::15,content,rouge,0.0
vector,50,ContentForce::a::17,content,context_recall_id,0.07142857142857142
vector,50,ContentForce::a::17,content,context_precision_id,0.02
vector,50,ContentForce::a::17,content,string_similarity,0.09644670050761417
vector,50,ContentForce::a::17,content,context_precision_nonllm,0.7023539163922428
vector,50,ConnectForce::a::15,content,string_presence,0.0
vector,50,ContentForce::a::17,content,string_presence,0.0
vector,50,ContentForce::a::17,content,rouge,0.04
vector,50,ContentForce::a::17,content,context_recall_nonllm,0.14285714285714285
vector,50,EdgeForce::a::14,content,context_precision_id,0.1
vector,50,ContentForce::a::17,content,exact_match,0.0
vector,50,ContentForce::a::17,content,chrf,0.11145211901761945
vector,50,ContentForce::a::17,content,bleu,0.028265205879007452
vector,50,EdgeForce::a::14,content,bleu,0.049711988527591455
vector,50,EdgeForce::a::14,content,context_recall_id,0.10638297872340426
vector,50,EdgeForce::a::14,content,string_similarity,0.2015281757402101
vector,50,EdgeForce::a::14,content,string_presence,0.0
vector,50,ExplainabilityForce::a::11,pr,context_recall_id,0.15384615384615385
vector,50,EdgeForce::a::14,content,chrf,0.4587157399701924
vector,50,EdgeForce::a::14,content,rouge,0.1650485436893204
vector,50,EdgeForce::a::14,content,exact_match,0.0
vector,50,EdgeForce::a::14,content,context_precision_nonllm,0.3033906799391409
vector,50,ExplainabilityForce::a::11,pr,context_precision_id,0.08
vector,50,ExplainabilityForce::a::11,pr,chrf,0.18160805141966724
vector,50,ExplainabilityForce::a::11,pr,string_similarity,0.040590405904059046
vector,50,ExplainabilityForce::a::11,pr,bleu,0.008001280438458864
vector,50,ExplainabilityForce::a::11,pr,context_precision_nonllm,0.41916282641041186
vector,50,ExplainabilityForce::a::11,pr,rouge,0.07100591715976332
vector,50,ExplainabilityForce::a::11,pr,context_recall_nonllm,0.15384615384615385
vector,50,ExplainabilityForce::a::11,pr,string_presence,0.0
vector,50,ExplainabilityForce::a::11,pr,exact_match,0.0
vector,50,FeedbackForce::a::12,content,context_recall_id,0.08695652173913043
vector,50,FeedbackForce::a::12,content,context_precision_id,0.04
vector,50,EdgeForce::a::14,content,context_recall_nonllm,0.10638297872340426
vector,50,FeedbackForce::a::12,content,context_precision_nonllm,0.6584680908103295
vector,50,FeedbackForce::a::12,content,bleu,0.007821590010947429
vector,50,FeedbackForce::a::12,content,string_similarity,0.05882352941176472
vector,50,FeedbackForce::a::12,content,chrf,0.12409863304630978
vector,50,InsightForce::a::8,content,context_precision_id,0.04
vector,50,FeedbackForce::a::12,content,context_recall_nonllm,0.08695652173913043
vector,50,FeedbackForce::a::12,content,rouge,0.015873015873015872
vector,50,InsightForce::a::8,content,context_recall_id,0.023529411764705882
vector,50,FeedbackForce::a::12,content,string_presence,0.0
vector,50,InsightForce::a::8,content,chrf,0.29485124989462386
vector,50,InsightForce::a::8,content,string_similarity,0.12267657992565051
vector,50,InsightForce::a::8,content,bleu,0.0
vector,50,FeedbackForce::a::12,content,exact_match,0.0
vector,50,InsightForce::a::8,content,string_presence,0.0
vector,50,LeadForce::a::28,content,context_precision_id,0.06
vector,50,InsightForce::a::8,content,rouge,0.09523809523809523
vector,50,InsightForce::a::8,content,exact_match,0.0
vector,50,InsightForce::a::8,content,context_precision_nonllm,0.5434782608423913
vector,50,LeadForce::a::28,content,string_similarity,0.06578947368421051
vector,50,LeadForce::a::28,content,context_recall_nonllm,0.2
vector,50,LeadForce::a::28,content,exact_match,0.0
vector,50,LeadForce::a::28,content,context_recall_id,0.2
vector,50,LeadForce::a::28,content,string_presence,0.0
vector,50,LeadForce::a::28,content,rouge,0.03076923076923077
vector,50,MonitorForce::a::19,content,context_precision_id,0.02
vector,50,LeadForce::a::28,content,chrf,0.07710024184155727
vector,50,LeadForce::a::28,content,context_precision_nonllm,0.6544961324896179
vector,50,MonitorForce::a::19,content,string_similarity,0.05125523012552302
vector,50,LeadForce::a::28,content,bleu,0.0
vector,50,MonitorForce::a::19,content,context_precision_nonllm,0.8822888787756744
vector,50,MonitorForce::a::19,content,context_recall_id,0.07692307692307693
vector,50,MonitorForce::a::19,content,rouge,0.0
vector,50,MonitorForce::a::19,content,chrf,0.0817319433926038
vector,50,MonitorForce::a::19,content,exact_match,0.0
vector,50,InsightForce::a::8,content,context_recall_nonllm,0.023529411764705882
vector,50,MonitorForce::a::19,content,context_recall_nonllm,0.07692307692307693
vector,50,MonitorForce::a::19,content,bleu,0.00718846193896649
vector,50,MonitorForce::a::19,content,string_presence,0.0
vector,50,SentimentForce::a::29,content,context_precision_nonllm,0.8024210786169925
vector,50,SentimentForce::a::29,content,bleu,0.008522452865706931
vector,50,SentimentForce::a::29,content,chrf,0.10188115338020629
vector,50,SentimentForce::a::29,content,context_precision_id,0.04
vector,50,SentimentForce::a::29,content,string_similarity,0.08030303030303032
vector,50,SentimentForce::a::29,content,context_recall_id,0.08
vector,50,SentimentForce::a::29,content,rouge,0.03669724770642203
vector,50,FeedbackForce::a::16,content,context_precision_id,0.02
vector,50,SentimentForce::a::29,content,exact_match,0.0
vector,50,SentimentForce::a::29,content,context_recall_nonllm,0.12
vector,50,FeedbackForce::a::16,content,bleu,0.0
vector,50,FeedbackForce::a::16,content,context_recall_id,0.0625
vector,50,FeedbackForce::a::16,content,rouge,0.0
vector,50,SentimentForce::a::29,content,string_presence,0.0
vector,50,FeedbackForce::a::16,content,string_similarity,0.022535211267605604
vector,50,FeedbackForce::a::16,content,context_recall_nonllm,0.0625
vector,50,FeedbackForce::a::16,content,context_precision_nonllm,0.6422539762345532
vector,50,FeedbackForce::a::16,content,exact_match,0.0
vector,50,FeedbackForce::a::18,content,context_precision_id,0.02
vector,50,FeedbackForce::a::18,content,context_recall_id,0.06666666666666667
vector,50,FeedbackForce::a::18,content,bleu,0.0
vector,50,FeedbackForce::a::16,content,string_presence,0.0
vector,50,FeedbackForce::a::18,content,string_similarity,0.0637393767705382
vector,50,FeedbackForce::a::18,content,context_precision_nonllm,0.6981845696238574
vector,50,FeedbackForce::a::18,content,rouge,0.05714285714285714
vector,50,FeedbackForce::a::16,content,chrf,0.02556822996051558
vector,50,FeedbackForce::a::18,content,context_recall_nonllm,0.06666666666666667
vector,50,FeedbackForce::a::18,content,exact_match,0.0
vector,50,FeedbackForce::a::18,content,chrf,0.16116699418955008
vector,50,FeedbackForce::a::18,content,string_presence,0.0
vector,50,ActionGenie::a::1,person,context_recall_id,0.058823529411764705
vector,50,ActionGenie::a::1,person,bleu,0.026594139297659906
vector,50,ActionGenie::a::1,person,context_precision_id,0.02
vector,50,ActionGenie::a::1,person,context_precision_nonllm,0.07938463222751452
